gene_id	gene_short_name	halflife_160412_r1	halflife_160412_r2
YCL042W	YCL042W	NA	NA
YCL043C	PDI1	NA	NA
YCL044C	MGR1	2.263837178	2.128725149
YCL045C	EMC1	4.688008415	6.012790188
YCL046W	YCL046W	5.685166361	6.40400884
YCL047C	POF1	5.307789418	5.861973673
YCL048W	SPS22	NA	NA
YCL048W-A	YCL048W-A	NA	NA
YCL049C	YCL049C	5.899571575	7.75278566
YCL050C	APA1	9.807712426	12.90444597
YCL051W	LRE1	1.726486363	4.330990935
YCL052C	PBN1	5.200426295	5.815149911
YCL054W	SPB1	2.209584699	2.237167878
YCL055W	KAR4	3.482624678	2.378905809
YCL056C	PEX34	4.704978776	6.609323635
YCL057C-A	MOS1	10.03062747	7.203748288
YCL057W	PRD1	7.622869864	8.634453315
YCL058C	FYV5	6.716677741	9.594233172
YCL058W-A	ADF1	NA	1.236783577
YCL059C	KRR1	6.819758422	7.965470307
YCL061C	MRC1	1.536524394	3.579219252
YCL063W	VAC17	2.507866098	2.17245634
YCL064C	CHA1	0.75990121	2.646022628
YCL065W	YCL065W	1.290149652	1.987270069
YCL068C	YCL068C	NA	NA
YCL069W	VBA3	NA	NA
YCL073C	GEX1	NA	NA
YCL074W	YCL074W	NA	NA
YCL075W	YCL075W	NA	NA
YCL076W	YCL076W	NA	NA
YCR001W	YCR001W	NA	NA
YCR002C	CDC10	6.578772456	7.992619085
YCR003W	MRPL32	3.951681659	3.310299893
YCR004C	YCP4	13.59438158	13.0712717
YCR005C	CIT2	2.242630137	1.809318904
YCR006C	YCR006C	NA	NA
YCR007C	YCR007C	3.397943665	NA
YCR008W	SAT4	3.048011312	4.107364131
YCR009C	RVS161	7.980554916	8.777655242
YCR010C	ADY2	NA	NA
YCR011C	ADP1	3.749676033	4.323507889
YCR012W	PGK1	14.07790851	18.97605503
YCR013C	YCR013C	14.80851257	NA
YCR014C	POL4	1.641384803	1.504932234
YCR015C	YCR015C	4.729812276	3.815168685
YCR016W	YCR016W	3.634216268	4.396381541
YCR017C	CWH43	5.636240527	6.814007176
YCR019W	MAK32	2.525157272	4.83036523
YCR020C	PET18	NA	3.306088063
YCR020C-A	MAK31	15.74070547	13.43302467
YCR020W-B	HTL1	4.072074043	3.018214863
YCR021C	HSP30	1.575452535	2.529904088
YCR022C	YCR022C	NA	NA
YCR023C	YCR023C	3.308619325	3.656808121
YCR024C	SLM5	3.956969064	2.838271826
YCR024C-A	PMP1	6.91251615	10.08833691
YCR024C-B	YCR024C-B	7.951697328	8.995723008
YCR025C	YCR025C	1.199503664	NA
YCR026C	NPP1	2.455259797	2.278654995
YCR027C	RHB1	2.259461634	2.65239157
YCR028C	FEN2	3.091344374	2.594589675
YCR028C-A	RIM1	11.02483104	14.00339988
YCR030C	SYP1	4.510352472	6.345873825
YCR031C	RPS14A	17.39652785	21.04057864
YCR032W	BPH1	2.305643739	3.424647599
YCR033W	SNT1	2.054939232	1.846673619
YCR034W	FEN1	6.459813643	6.626767658
YCR035C	RRP43	2.537915457	2.960652029
YCR036W	RBK1	6.141716252	5.248551197
YCR037C	PHO87	3.850709581	2.707825866
YCR041W	YCR041W	NA	NA
YCR042C	TAF2	2.122114816	2.558510166
YCR043C	YCR043C	4.441063553	5.183162006
YCR044C	PER1	4.486571391	5.046661898
YCR045C	RRT12	5.392526458	1.873832121
YCR045W-A	YCR045W-A	7.40441559	6.095827425
YCR046C	IMG1	6.450201455	5.168506495
YCR047C	BUD23	3.447898309	3.144466729
YCR047W-A	YCR047W-A	2.565837073	1.988901452
YCR048W	ARE1	4.816334906	4.199174172
YCR049C	YCR049C	3.100493447	3.082178193
YCR050C	YCR050C	6.175276683	4.349253622
YCR051W	YCR051W	8.984869585	7.396417473
YCR052W	RSC6	4.711050551	5.182604744
YCR053W	THR4	9.079690196	9.841310121
YCR054C	CTR86	1.77006771	1.979813134
YCR057C	PWP2	1.994555902	2.56769135
YCR059C	YIH1	6.954602104	11.77757178
YCR060W	TAH1	5.722327497	7.574238134
YCR061W	YCR061W	8.161401711	8.750901931
YCR063W	BUD31	NA	NA
YCR064C	YCR064C	NA	NA
YCR065W	HCM1	1.117976963	2.031465098
YCR066W	RAD18	1.803395224	2.481255727
YCR067C	SED4	2.79020761	3.455862807
YCR068W	ATG15	3.263409485	2.495805179
YCR069W	CPR4	5.421467021	5.928301523
YCR071C	IMG2	3.879912039	5.521371642
YCR072C	RSA4	1.355076652	1.631429593
YCR073C	SSK22	1.458839119	2.567693231
YCR073W-A	SOL2	8.392812249	8.837831741
YCR075C	ERS1	3.334184525	4.93766851
YCR075W-A	YCR075W-A	2.563823004	NA
YCR076C	FUB1	7.013709615	7.477421164
YCR077C	PAT1	4.06650332	5.127285927
YCR079W	PTC6	2.524151929	4.155567668
YCR081C-A	YCR081C-A	6.948271717	NA
YCR081W	SRB8	1.165465115	2.432816386
YCR082W	AHC2	6.082219223	6.781093112
YCR083W	TRX3	13.75691556	NA
YCR084C	TUP1	4.705542465	5.110328313
YCR085W	YCR085W	NA	NA
YCR086W	CSM1	3.496403007	2.095271472
YCR087C-A	YCR087C-A	5.143119346	5.652271132
YCR087W	YCR087W	4.158440618	11.09362174
YCR088W	ABP1	11.95957995	14.94282539
YCR089W	FIG2	2.632309648	1.560930857
YCR090C	YCR090C	5.446409474	6.389886081
YCR091W	KIN82	NA	2.816874292
YCR092C	MSH3	1.310883553	2.28051402
YCR093W	CDC39	2.143850816	2.681650988
YCR094W	CDC50	4.51814804	6.998802517
YCR095C	OCA4	2.082769586	1.587941385
YCR095W-A	YCR095W-A	NA	NA
YCR096C	HMRA2	NA	5.223232697
YCR097W	HMRA1	NA	8.784425708
YCR097W-A	YCR097W-A	NA	NA
YCR098C	GIT1	3.095813774	4.759975177
YCR099C	YCR099C	NA	3.17091036
YCR100C	YCR100C	2.027341056	1.696657524
YCR101C	YCR101C	NA	NA
YCR102C	YCR102C	NA	NA
YCR102W-A	YCR102W-A	NA	NA
YCR104W	PAU3	6.041023781	NA
YCR105W	ADH7	NA	NA
YCR106W	RDS1	2.437470027	2.259428982
YCR107W	AAD3	5.16056608	13.53221819
YDL001W	RMD1	2.295028487	2.388767852
YDL002C	NHP10	1.626886926	2.094798106
YDL003W	MCD1	1.707450921	2.323393196
YDL004W	ATP16	12.17449093	12.45354319
YDL005C	MED2	2.148897579	4.752611393
YDL006W	PTC1	2.167014867	2.410610735
YDL007C-A	YDL007C-A	NA	NA
YDL007W	RPT2	7.065320404	8.954171464
YDL008W	APC11	6.293027775	6.73530275
YDL009C	YDL009C	2.177643435	5.616868413
YDL010W	GRX6	3.272763129	4.213130428
YDL011C	YDL011C	4.34119372	6.621865951
YDL012C	YDL012C	4.27711692	8.165802738
YDL013W	SLX5	2.106086587	1.659881254
YDL014W	NOP1	7.329909274	6.864219125
YDL015C	TSC13	5.827105634	7.428505866
YDL016C	YDL016C	5.294975184	5.473286322
YDL017W	CDC7	2.296408107	2.390527243
YDL018C	ERP3	4.294557082	4.10841175
YDL019C	OSH2	4.398692482	4.947946142
YDL020C	RPN4	2.006827458	2.495519338
YDL021W	GPM2	2.875483533	NA
YDL022C-A	YDL022C-A	NA	NA
YDL022W	GPD1	5.322464094	9.469338925
YDL023C	YDL023C	6.064970771	7.087769446
YDL024C	DIA3	NA	NA
YDL025C	RTK1	6.164033175	3.959498927
YDL025W-A	YDL025W-A	4.429962708	5.468076768
YDL026W	YDL026W	NA	NA
YDL027C	YDL027C	3.310917858	6.606795486
YDL028C	MPS1	1.788452329	1.980037706
YDL029W	ARP2	6.933126912	7.353152655
YDL030W	PRP9	2.455060233	2.262995656
YDL031W	DBP10	3.168091676	3.379698182
YDL032W	YDL032W	NA	NA
YDL033C	SLM3	4.602394022	1.246461619
YDL034W	YDL034W	NA	NA
YDL035C	GPR1	2.31599633	2.701801019
YDL036C	PUS9	2.939068655	4.175414287
YDL040C	NAT1	6.807747371	8.071673233
YDL041W	YDL041W	NA	NA
YDL042C	SIR2	2.564486129	2.521756085
YDL043C	PRP11	2.320087901	2.968937983
YDL044C	MTF2	1.019725496	1.521927313
YDL045C	FAD1	4.041332442	4.223810092
YDL045W-A	MRP10	6.767872169	4.394403477
YDL046W	NPC2	7.832903462	11.67658612
YDL047W	SIT4	2.905267469	3.838821365
YDL048C	STP4	1.415307181	1.242501626
YDL049C	KNH1	2.496020818	2.852021927
YDL050C	YDL050C	3.024690068	9.407763837
YDL051W	LHP1	6.342410818	7.374975054
YDL052C	SLC1	3.65413728	4.135243497
YDL053C	PBP4	3.06661261	5.448523495
YDL054C	MCH1	3.515607113	4.38254959
YDL055C	PSA1	7.10374649	8.23392913
YDL056W	MBP1	1.277858471	1.24515311
YDL057W	YDL057W	NA	NA
YDL058W	USO1	3.058477483	4.176504265
YDL059C	RAD59	6.125650113	8.516227961
YDL060W	TSR1	3.094298809	3.076526677
YDL061C	RPS29B	16.48652571	16.44590205
YDL062W	YDL062W	NA	NA
YDL063C	YDL063C	2.297635307	2.967455332
YDL064W	UBC9	8.041514541	4.918023382
YDL065C	PEX19	2.787022683	4.171419144
YDL066W	IDP1	16.0555882	8.510403551
YDL067C	COX9	3.731508036	8.920405623
YDL068W	YDL068W	NA	NA
YDL069C	CBS1	5.34176206	3.668593168
YDL070W	BDF2	1.772948451	2.490864037
YDL071C	YDL071C	NA	NA
YDL072C	YET3	6.340859988	7.809611762
YDL073W	YDL073W	2.124634954	3.339519345
YDL074C	BRE1	2.164155616	2.718690739
YDL075W	RPL31A	19.68779297	20.23347107
YDL076C	RXT3	3.561036911	3.741815761
YDL077C	VAM6	2.416165343	2.926971231
YDL078C	MDH3	12.22354194	14.75385788
YDL079C	MRK1	2.489174804	6.048850414
YDL080C	THI3	1.864727087	2.506746184
YDL081C	RPP1A	16.58299865	15.99235845
YDL082W	RPL13A	11.45477907	11.07232877
YDL083C	RPS16B	18.28817876	15.23426254
YDL084W	SUB2	11.32682708	10.97693229
YDL085C-A	YDL085C-A	11.99165538	NA
YDL085W	NDE2	NA	NA
YDL086C-A	YDL086C-A	10.87741374	10.86124104
YDL086W	YDL086W	7.328994809	16.17202513
YDL087C	LUC7	3.646686476	3.200117541
YDL088C	ASM4	2.054656631	2.283796405
YDL089W	NUR1	2.145790008	2.982983929
YDL090C	RAM1	5.493620912	5.580773259
YDL091C	UBX3	1.910435209	2.639596861
YDL092W	SRP14	4.728852967	5.336864578
YDL093W	PMT5	3.243071728	4.670162998
YDL094C	YDL094C	4.90006159	7.139628519
YDL095W	PMT1	5.611120359	6.294584691
YDL096C	OPI6	3.649973194	7.956835896
YDL097C	RPN6	5.311290563	6.891732309
YDL098C	SNU23	7.007599346	1.648784469
YDL099W	BUG1	3.091525889	4.558181512
YDL100C	GET3	13.18503822	15.99493858
YDL101C	DUN1	3.08099217	4.859794747
YDL102W	POL3	3.099150801	3.18651792
YDL103C	QRI1	7.412876147	7.605133493
YDL104C	QRI7	2.406902345	3.561809927
YDL105W	NSE4	1.679563586	3.362595904
YDL106C	PHO2	2.710517995	2.646836448
YDL107W	MSS2	3.354326472	5.323231603
YDL108W	KIN28	3.480434136	5.718065714
YDL109C	YDL109C	NA	1.692022786
YDL110C	TMA17	14.60024539	NA
YDL111C	RRP42	3.524066893	3.976845867
YDL112W	TRM3	4.279504015	4.79657399
YDL113C	ATG20	2.692050113	4.923094597
YDL114W	YDL114W	NA	NA
YDL114W-A	YDL114W-A	NA	NA
YDL115C	IWR1	4.068456873	4.362071489
YDL116W	NUP84	1.91820415	3.126312575
YDL117W	CYK3	1.609825774	1.714697777
YDL118W	YDL118W	NA	NA
YDL119C	YDL119C	1.441908872	3.41678787
YDL120W	YFH1	6.293586867	7.607393715
YDL121C	YDL121C	3.428779416	4.874278073
YDL122W	UBP1	3.18703276	3.12939122
YDL123W	SNA4	3.630568719	5.365888597
YDL124W	YDL124W	13.71119388	NA
YDL125C	HNT1	6.259609436	10.56312953
YDL126C	CDC48	8.790716236	11.84843552
YDL127W	PCL2	2.151538458	3.563379812
YDL128W	VCX1	3.577271434	5.103025977
YDL129W	YDL129W	1.352207461	3.102040927
YDL130W	RPP1B	21.00256355	20.97945137
YDL130W-A	STF1	12.92516651	NA
YDL131W	LYS21	5.870598694	6.629660146
YDL132W	CDC53	3.166723998	4.410989654
YDL133C-A	RPL41B	9.717486502	22.12427182
YDL133W	SRF1	1.610075454	3.04365078
YDL134C	PPH21	3.726345973	4.104473924
YDL135C	RDI1	6.110635599	9.372682595
YDL136W	RPL35B	20.17435692	14.28527681
YDL137W	ARF2	14.45003883	16.83616605
YDL138W	RGT2	1.498452687	2.068126884
YDL139C	SCM3	6.079649062	NA
YDL140C	RPO21	3.31448243	3.354321631
YDL141W	BPL1	4.012140796	5.054475829
YDL142C	CRD1	2.169539727	6.008763814
YDL143W	CCT4	7.154139302	8.088670111
YDL144C	YDL144C	7.821633819	8.948969956
YDL145C	COP1	6.467024101	8.012222513
YDL146W	LDB17	3.685733582	3.320162091
YDL147W	RPN5	3.879969855	4.867207337
YDL148C	NOP14	4.19626618	3.791047516
YDL149W	ATG9	NA	4.691249857
YDL150W	RPC53	3.256673554	3.059777986
YDL151C	BUD30	2.69251324	2.544264487
YDL152W	YDL152W	NA	NA
YDL153C	SAS10	4.737726405	5.422701349
YDL154W	MSH5	1.053789166	NA
YDL155W	CLB3	1.117741684	1.529057227
YDL156W	CMR1	1.169368952	1.245904138
YDL157C	YDL157C	13.03165665	14.23975302
YDL158C	YDL158C	NA	NA
YDL159C-B	YDL159C-B	2.298005369	NA
YDL159W	STE7	2.386055224	2.995543697
YDL159W-A	YDL159W-A	NA	NA
YDL160C	DHH1	5.35251081	4.877218841
YDL160C-A	MHF2	5.844948892	NA
YDL161W	ENT1	3.817460148	5.546661017
YDL162C	YDL162C	NA	NA
YDL163W	YDL163W	NA	NA
YDL164C	CDC9	2.611657868	3.749048191
YDL165W	CDC36	5.919399929	6.455828982
YDL166C	FAP7	4.512778126	3.913734789
YDL167C	NRP1	1.603306354	1.974421624
YDL168W	SFA1	7.832180689	9.823590547
YDL169C	UGX2	NA	NA
YDL170W	UGA3	1.613693947	3.393574975
YDL171C	GLT1	4.586202971	6.517492035
YDL172C	YDL172C	NA	NA
YDL173W	PAR32	3.699151618	4.712449033
YDL174C	DLD1	5.592467025	7.646602008
YDL175C	AIR2	1.419632612	3.160042849
YDL176W	YDL176W	1.772913966	1.482216768
YDL177C	YDL177C	2.046741517	2.078633872
YDL178W	DLD2	4.983524371	5.753759178
YDL179W	PCL9	1.23470287	1.745634262
YDL180W	YDL180W	3.660203886	3.757417399
YDL181W	INH1	7.180380506	6.391494186
YDL182W	LYS20	7.464040425	4.510006191
YDL183C	YDL183C	0.810644901	1.68179963
YDL184C	RPL41A	11.84491566	NA
YDL185C-A	YDL185C-A	11.47096936	NA
YDL185W	VMA1	13.50681534	14.60856631
YDL186W	YDL186W	1.235505401	NA
YDL187C	YDL187C	NA	NA
YDL188C	PPH22	5.334455263	7.121940665
YDL189W	RBS1	2.664895504	2.993163307
YDL190C	UFD2	3.679948622	4.84445892
YDL191W	RPL35A	20.39907259	14.26763971
YDL192W	ARF1	16.23356172	15.42834084
YDL193W	NUS1	5.175056244	3.895651793
YDL194W	SNF3	1.796565384	2.805788208
YDL195W	SEC31	6.041479048	7.044227563
YDL196W	YDL196W	NA	NA
YDL197C	ASF2	4.049947064	5.8314076
YDL198C	GGC1	8.26452937	8.641461138
YDL199C	YDL199C	3.437742866	4.465840194
YDL200C	MGT1	3.42540286	9.722742766
YDL201W	TRM8	4.333729232	3.943820185
YDL202W	MRPL11	3.204936391	4.740264178
YDL203C	ACK1	2.237337858	2.482716283
YDL204W	RTN2	NA	NA
YDL205C	HEM3	3.2483802	4.495044123
YDL206W	YDL206W	2.577311344	2.424517442
YDL207W	GLE1	3.16482434	4.670005148
YDL208W	NHP2	4.632466534	4.909666683
YDL209C	CWC2	1.822159006	0.746007939
YDL210W	UGA4	3.191688399	3.648234257
YDL211C	YDL211C	NA	1.227388328
YDL212W	SHR3	6.951649161	6.564758461
YDL213C	NOP6	6.470482057	7.861241806
YDL214C	PRR2	NA	NA
YDL215C	GDH2	5.903068712	5.148849506
YDL216C	RRI1	3.609676418	6.88884378
YDL217C	TIM22	4.515343784	4.67527152
YDL218W	YDL218W	6.193065047	NA
YDL219W	DTD1	8.04548298	11.56685511
YDL220C	CDC13	2.717950243	3.054057838
YDL221W	YDL221W	6.324439966	3.212021942
YDL222C	FMP45	NA	NA
YDL223C	HBT1	5.324551436	10.2405721
YDL224C	WHI4	1.809266084	2.13647434
YDL225W	SHS1	3.661155429	4.293126664
YDL226C	GCS1	5.876724448	8.488046003
YDL228C	YDL228C	12.29250689	13.93224772
YDL229W	SSB1	11.99549708	13.42925756
YDL230W	PTP1	3.87540357	4.778630055
YDL231C	BRE4	2.914709052	3.391929894
YDL232W	OST4	NA	NA
YDL233W	MFG1	2.184846876	3.800213838
YDL234C	GYP7	2.524913221	4.199902088
YDL235C	YPD1	4.215814098	6.465374722
YDL236W	PHO13	6.104652549	7.355849111
YDL237W	AIM6	6.893118891	7.970206997
YDL238C	GUD1	4.492853302	7.855910515
YDL239C	ADY3	NA	NA
YDL240C-A	YDL240C-A	NA	NA
YDL240W	LRG1	1.13244135	1.166221921
YDL241W	YDL241W	3.743108082	6.039764807
YDL242W	YDL242W	NA	NA
YDL244W	THI13	NA	NA
YDR001C	NTH1	5.654440548	7.873128405
YDR002W	YRB1	16.04959244	19.46935029
YDR003W	RCR2	5.546724979	4.774785742
YDR003W-A	YDR003W-A	1.649823586	NA
YDR004W	RAD57	5.522099067	3.280526826
YDR005C	MAF1	2.013470026	2.573876108
YDR006C	SOK1	1.528838872	1.907068264
YDR007W	TRP1	NA	NA
YDR008C	YDR008C	3.535041613	NA
YDR009W	GAL3	NA	NA
YDR010C	YDR010C	NA	NA
YDR011W	SNQ2	5.194925078	6.779442933
YDR012W	RPL4B	7.963983798	10.80515505
YDR013W	PSF1	2.918224061	5.157297005
YDR014W	RAD61	3.269693864	0.478351483
YDR014W-A	HED1	NA	NA
YDR015C	YDR015C	NA	NA
YDR016C	DAD1	NA	5.208655717
YDR017C	KCS1	1.449882698	1.498977584
YDR018C	YDR018C	NA	NA
YDR019C	GCV1	4.365304639	7.247654716
YDR020C	DAS2	2.623394308	3.426147026
YDR021W	FAL1	1.569030806	1.5747422
YDR022C	ATG31	5.482018237	8.476871381
YDR023W	SES1	10.66344446	11.70938858
YDR024W	FYV1	NA	NA
YDR025W	RPS11A	11.79738227	14.66132283
YDR026C	NSI1	2.352462528	2.708303065
YDR027C	VPS54	2.527728777	2.284897569
YDR028C	REG1	3.759528074	4.398125174
YDR029W	YDR029W	3.51442833	NA
YDR030C	RAD28	1.607956861	3.103992766
YDR031W	MIC14	5.571724609	7.723943128
YDR032C	PST2	27.08037476	NA
YDR033W	MRH1	5.836862168	6.657414109
YDR034C	LYS14	1.953904359	1.632794337
YDR034C-A	YDR034C-A	6.926537468	6.092196236
YDR034W-B	YDR034W-B	NA	NA
YDR035W	ARO3	7.919999172	8.840245233
YDR036C	EHD3	6.62724536	9.526019793
YDR037W	KRS1	10.81073517	10.97436182
YDR041W	RSM10	5.176960163	5.963902874
YDR042C	YDR042C	NA	NA
YDR043C	NRG1	2.233909009	NA
YDR044W	HEM13	5.264063512	5.081670705
YDR045C	RPC11	4.483716674	4.040753691
YDR046C	BAP3	2.766371878	2.318652288
YDR047W	HEM12	4.603583824	5.925704364
YDR048C	YDR048C	NA	NA
YDR049W	VMS1	1.941678734	3.47004932
YDR050C	TPI1	13.28844431	16.20763758
YDR051C	DET1	4.302510652	4.251041074
YDR052C	DBF4	1.53178699	2.098549666
YDR053W	YDR053W	2.107756391	0.934114431
YDR054C	CDC34	3.79180363	4.14036405
YDR055W	PST1	2.794261814	3.744216207
YDR056C	YDR056C	6.104283853	7.739864339
YDR057W	YOS9	3.590847875	3.5098854
YDR058C	TGL2	2.358837203	2.259660317
YDR059C	UBC5	5.585798858	30.02066217
YDR060W	MAK21	3.533498446	3.82690223
YDR061W	YDR061W	3.229392724	5.688735595
YDR062W	LCB2	4.79597242	5.984269912
YDR063W	AIM7	6.941025143	6.640062319
YDR064W	RPS13	22.10548333	22.21949862
YDR065W	RRG1	2.190169681	2.616587764
YDR066C	RTR2	2.566747481	3.13535744
YDR067C	OCA6	2.768345536	4.703046001
YDR068W	DOS2	5.20586602	5.324729769
YDR069C	DOA4	1.623167406	2.733782182
YDR070C	FMP16	NA	NA
YDR071C	PAA1	7.373771931	9.130941026
YDR072C	IPT1	1.921700331	2.094916138
YDR073W	SNF11	3.048246154	2.112725762
YDR074W	TPS2	6.236161341	6.737513506
YDR075W	PPH3	1.642901409	1.638678563
YDR076W	RAD55	1.621046771	NA
YDR077W	SED1	8.821970243	11.13688138
YDR078C	SHU2	2.745049653	6.253112729
YDR079C-A	TFB5	NA	5.806633822
YDR079W	PET100	4.830206803	4.98146575
YDR080W	VPS41	1.79218891	3.384308037
YDR081C	PDC2	1.776079298	1.835174661
YDR082W	STN1	1.443632573	2.415337365
YDR083W	RRP8	3.959582998	5.044792011
YDR084C	TVP23	5.367787465	6.300222085
YDR085C	AFR1	2.931116361	5.821273179
YDR086C	SSS1	6.640306763	11.92273238
YDR087C	RRP1	3.787111514	3.929359855
YDR088C	SLU7	2.215495986	2.821756614
YDR089W	YDR089W	2.763243434	2.720122173
YDR090C	YDR090C	2.833048814	2.917521096
YDR091C	RLI1	3.806464203	4.385732915
YDR092W	UBC13	9.155017277	7.253969568
YDR093W	DNF2	3.222115518	3.602906622
YDR094W	YDR094W	4.5266608	4.40956922
YDR095C	YDR095C	NA	NA
YDR096W	GIS1	2.593580302	3.564057569
YDR097C	MSH6	3.648235338	4.571769087
YDR098C	GRX3	9.602140315	10.82655429
YDR099W	BMH2	8.382193647	10.60611623
YDR100W	TVP15	4.613468438	7.593120468
YDR101C	ARX1	3.440702146	3.74173638
YDR102C	YDR102C	NA	NA
YDR103W	STE5	1.555296825	2.298896733
YDR104C	SPO71	1.608405722	1.055476933
YDR105C	TMS1	3.032549615	3.602414334
YDR106W	ARP10	NA	NA
YDR107C	TMN2	3.300386817	7.275127527
YDR108W	TRS85	2.178983449	2.430912651
YDR109C	YDR109C	1.88960191	1.457045482
YDR110W	FOB1	2.011086023	1.936421608
YDR111C	ALT2	3.57078671	3.878814619
YDR112W	IRC2	5.364337434	2.256258062
YDR113C	PDS1	2.611814974	3.614609123
YDR114C	YDR114C	NA	NA
YDR115W	YDR115W	6.853344018	7.783144122
YDR116C	MRPL1	4.630461448	5.607044905
YDR117C	TMA64	2.93292419	3.838950857
YDR118W	APC4	1.832005893	2.225503929
YDR118W-A	YDR118W-A	NA	NA
YDR119W	VBA4	3.487441626	4.234797203
YDR119W-A	COX26	NA	1.109464185
YDR120C	TRM1	4.144748229	4.292613752
YDR121W	DPB4	2.831241059	3.3886712
YDR122W	KIN1	2.759837256	3.618801161
YDR123C	INO2	1.202717126	1.349635858
YDR124W	YDR124W	1.670025117	2.908820042
YDR125C	ECM18	4.348685973	1.928666386
YDR126W	SWF1	1.175843021	3.375099028
YDR127W	ARO1	6.858484443	7.446548447
YDR128W	MTC5	2.519072542	5.608896849
YDR129C	SAC6	9.158959646	11.26104555
YDR130C	FIN1	2.115068423	3.795652844
YDR131C	YDR131C	2.390643606	3.712263668
YDR132C	YDR132C	4.878697339	2.551425934
YDR133C	YDR133C	2.038375246	3.287877137
YDR134C	YDR134C	4.041339109	4.4788065
YDR135C	YCF1	5.408003571	7.239179752
YDR136C	VPS61	NA	NA
YDR137W	RGP1	1.892681362	3.420237088
YDR138W	HPR1	1.678761486	1.945519261
YDR139C	RUB1	13.87701621	8.121454445
YDR140W	MTQ2	6.606781289	5.929126102
YDR141C	DOP1	3.283584206	3.763592414
YDR142C	PEX7	1.734403905	3.703443163
YDR143C	SAN1	1.538726473	2.213978205
YDR144C	MKC7	3.868750816	3.416620162
YDR145W	TAF12	3.975234205	5.141774894
YDR146C	SWI5	1.517514838	1.659760426
YDR147W	EKI1	2.790879351	2.850132327
YDR148C	KGD2	8.613323256	10.62112539
YDR149C	YDR149C	1.365749241	4.23897867
YDR151C	CTH1	2.560089756	2.980471798
YDR152W	GIR2	4.561346037	4.271685832
YDR153C	ENT5	2.138875777	2.428995429
YDR154C	YDR154C	30.79991781	NA
YDR155C	CPR1	26.50390595	NA
YDR156W	RPA14	3.630022962	3.734880714
YDR157W	YDR157W	4.59842237	3.253646724
YDR158W	HOM2	16.48196321	19.99012022
YDR159W	SAC3	1.286451882	1.432491034
YDR160W	SSY1	2.738417953	2.064949318
YDR161W	YDR161W	5.233344105	5.59070376
YDR162C	NBP2	2.535888566	4.388318849
YDR163W	CWC15	3.134692916	6.658689432
YDR164C	SEC1	4.453680433	4.550796303
YDR165W	TRM82	4.138620928	4.36919824
YDR166C	SEC5	2.636106429	2.76272498
YDR167W	TAF10	6.113526042	6.04378964
YDR168W	CDC37	6.13118101	7.732159237
YDR169C	STB3	2.6038683	3.834029156
YDR169C-A	YDR169C-A	NA	NA
YDR170C	SEC7	6.465665224	7.306771625
YDR170W-A	YDR170W-A	NA	6.169102065
YDR171W	HSP42	4.775546383	6.378130811
YDR172W	SUP35	4.648317019	4.853314122
YDR173C	ARG82	1.632888961	2.253406901
YDR174W	HMO1	11.23484982	13.85685729
YDR175C	RSM24	3.670558614	4.352151932
YDR176W	NGG1	4.589784706	1.536876743
YDR177W	UBC1	5.204702354	5.924548921
YDR178W	SDH4	5.823182282	7.879446548
YDR179C	CSN9	1.563932053	1.382576595
YDR179W-A	YDR179W-A	1.97469636	2.6128369
YDR180W	SCC2	NA	0.76995637
YDR181C	SAS4	1.816547683	1.934456677
YDR182W	CDC1	3.73971323	4.906204743
YDR182W-A	YDR182W-A	NA	NA
YDR183C-A	YDR183C-A	1.338275356	2.589835263
YDR183W	PLP1	3.896877147	4.089681694
YDR184C	ATC1	1.529640349	1.538796575
YDR185C	UPS3	3.91090896	1.763992755
YDR186C	YDR186C	1.593494707	1.910259793
YDR187C	YDR187C	2.849760784	NA
YDR188W	CCT6	4.477815878	5.164641766
YDR189W	SLY1	4.079372822	4.529573622
YDR190C	RVB1	4.281682969	4.661174981
YDR191W	HST4	0.938971004	0.873343657
YDR192C	NUP42	2.360151942	3.473456466
YDR193W	YDR193W	2.419835029	3.950946226
YDR194C	MSS116	5.454369465	5.204746751
YDR194W-A	YDR194W-A	NA	NA
YDR195W	REF2	1.911126164	1.416603642
YDR196C	CAB5	6.471342953	4.911965722
YDR197W	CBS2	2.085553804	3.323755215
YDR198C	RKM2	1.833484729	3.511769474
YDR199W	YDR199W	3.638581155	NA
YDR200C	VPS64	1.820139585	3.477657967
YDR201W	SPC19	5.518674371	4.127237101
YDR202C	RAV2	3.132924953	5.397392643
YDR203W	YDR203W	4.506316092	2.580841001
YDR204W	COQ4	4.469958322	8.670704781
YDR205W	MSC2	2.645973339	2.501007346
YDR206W	EBS1	2.592438149	3.708809004
YDR207C	UME6	2.114029408	3.340664008
YDR208W	MSS4	1.547728367	2.404802145
YDR209C	YDR209C	7.416931867	8.261961162
YDR210W	YDR210W	13.75558854	8.408992131
YDR211W	GCD6	4.545949009	5.25853485
YDR212W	TCP1	7.032762268	7.712201055
YDR213W	UPC2	1.330157669	2.235900957
YDR214W	AHA1	9.985149279	12.31927052
YDR215C	YDR215C	NA	NA
YDR216W	ADR1	3.064674371	3.550186612
YDR217C	RAD9	1.452199443	1.661617082
YDR218C	SPR28	NA	NA
YDR219C	MFB1	2.517469128	4.545598691
YDR220C	YDR220C	NA	NA
YDR221W	GTB1	4.253858905	4.091087894
YDR222W	YDR222W	4.310609056	4.571009884
